ORF	NAME	TCA	Resp	Ribo	Proteas	Hist	HTH	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YMR300C	ADE4   PURINE BIOSYNTHESIS      AMIDOPHOSPHORIBOSYLTRANSFERASE	-1	-1	-1	-1	-1	-1	-0.1	0.82	0.25	-0.51	-0.25	-0.36	0.38	0.37	0.34	0.07	-0.2	-0.36	-0.12	-0.29	0.19	0.01	0.42	-0.04	-1.15	-0.4	-0.84	0.03	-0.17	0.25	-0.42	-0.07	-0.64	0.32		-0.07	-0.27	0.33	0.61	0.66	0.38	0.03	0.28	0.1	0.2	0.01	-0.06	0.15	0.26	-0.94	-0.04	-0.03	0.12	-0.49	-1.47	-1.22	-1.94	-1.89	-1.79	-0.3	-1.03	-1	-2.4	-2.64	-0.29	-1.22	-0.42	-0.43	-0.32	-0.58	-0.12	-1.89	-0.69	-0.64	-0.47	0.23	-0.12	0.01	-0.1	-0.04	0.26	0.15	0.62	-1.18	-2
YMR301C	ATM1   TRANSPORT                REGULATOR OF MIT. IRON TRANSPORTER	-1	-1	-1	-1	-1	-1	-0.1	-0.56	-0.03	0.25	0.54	0.3	0.41	0.04	0.07	0.07	0.2	0.03	0.15	0.04	0.4	0.08	0.36	-0.03	-1.6	-0.6	-0.42	-0.12	-0.18	-0.2	-0.04	0.16	-0.07	-0.07	-0.49	-0.17	-0.4	-0.15	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.16	-0.94	0.21	-0.38	-0.56	-0.84	-1.36	-1.32	-1	-0.6	-0.1	-0.34	-0.06	-1.29	-0.84	-0.22	-1.36	-0.92	-0.47	-0.18	-0.06	-0.18	-0.79	-0.22	-0.4	0.07	0.06	0.12	-0.09	-0.09	-0.22	-0.4	-0.56	-0.49	-0.94	-0.94
YMR302C	PRP12  RRNA PROCESSING          MITOCHONDRIAL INNER MEMBRANE PROTEIN	-1	-1	-1	-1	-1	-1	-0.14	-0.07	0.15	-0.09	0.03	-0.18	0.21	-0.15	-0.12	0.01	-0.23	-0.12	0.04	-0.18	0.15	-0.04	0.06		0.51	-0.3	-0.6	-0.38	-0.47	-0.15	-0.43	0.04	0.34	0.16	-0.15	0.49	0.32	0.4	-0.23	-0.17	-0.15	0.16	0.37	-0.51	0.42	0.33	0.52	0.34	0.08	-0.06	0.76	0.61	0.62	-0.4	0.08	-0.07		-0.97	-0.42	0.15	-0.29	-0.54	-0.34	-0.01	-0.22	0.75	0.33	0.25	0.14	0.28	-0.06	-0.34	0.15	0.19	-0.04	0.03	-0.04	0.14	-0.22	0.16	-0.25	0.08	0.42	1.22	0.81
YMR303C	ADH2   GLYCOLYSIS               ALCOHOL DEHYDROGENASE II	-1	-1	-1	-1	-1	-1	0.23	-0.32	0.34	0.19	0.57	-0.07	0.51	0.12	0.14	-0.04	0.19	-0.42	-0.14	-0.4	0.31	-0.29	0.15	-0.47	-0.49	0.14	0.12	0.14	-0.01	-0.62		0.68	0.86	0.49	0.16	0.76	0.91	0.79	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.4	-0.94	0.21	-0.38	-0.09	0.29	-1.4	-1.36	-1.74	-1.22	1.63	-0.22	-0.07	-0.6	-2.47	0.58	0.8	0.33	-0.14	0.1		-0.03	-0.38	0.03	-0.47	0.49	0.11	0.06	-0.62	0.21	0.14	0.46	0.43	0.56	-0.29	-0.69
YMR304W	"UBP15  PROTEIN DEGRADATION, UBI PUTATIVE DEUBIQUITINATING ENZYME"	-1	-1	-1	-1	-1	-1	0.49	0.74	0.54	0.62	0.32	0.3	0.34	0.2	0.16	0.29	0.12	0.31	0.16	-0.1	0.58	0.38	0.16	0.18	-0.2	-0.04	-0.51	-0.15	-0.38	-0.76	-0.17	-0.32	0.45	0.32	0.1	0.52	-0.07	0.01	0.3	0.44	-0.03	0.15	0.08	0.24	0.26		0.07	0.03	0.1	-0.27	0.1	-0.01	0.12	-0.3	0.18	-0.58		-1.29	-0.56	0.9	-1	-0.49	-0.1	-0.17	-0.43	0.83	0.21	0.53	0.19	-0.25	-0.64	0.08	0.14	-0.22	-0.12	0.19	0.59	0.86	-0.17	-0.23	-0.3	-0.15	0.43	-0.01	-0.18
YMR308C	PSE1   NUCLEAR PROTEIN TARGETIN BETA-KARYOPHERIN	-1	-1	-1	-1	-1	-1	0.29	0.37		-0.12	-0.01	-0.23	-0.25	-0.34	-0.18	-0.36	-0.2	0.1	0.04	-0.45	-0.12	-0.15	-0.56	-0.18	-1.06	-0.45	-0.47	0.37	0.14	0.12	0.2	-0.1	-0.03	0.38	-0.25	-0.01	-0.15	0.06	0.11	0.39	0.06	-0.18	-0.18	0.01	0.06	-0.23	-0.67	-0.34	-0.4		-0.4	-0.62	-0.71	-0.17	-0.47	-0.56	-1.22	-0.89	-0.54	-0.27	-0.97	-0.29	-1.25	-1.84	-0.56	-1.29	-1.22	-0.36	-0.3	-0.22	-0.84	-0.76	-0.6	-0.89	0.44	-0.56	-0.76	0.01	0.25	0.01	0.11	-0.45	-0.69	-1.47	-1.94
YMR309C	"NIP1   NUCLEAR PROTEIN TARGETIN UNKNOWN, SIMILAR TO NSR1"	-1	-1	-1	-1	-1	-1	-0.4	-0.97	-0.42	-0.3	0.3	-0.23	-0.34	-0.07	0.14	-0.38	1.01	-0.04	-0.17	-0.09	0.52	0.45	-0.49	-0.51	-1.32	-0.69	-0.36	0.5	0.26	-0.03	0.16	-0.06		0.07	-0.1	-0.23	-0.18	-0.47	0.55	0.42	0.12	0.3	0.07	0.14	0.08		-0.14	-0.2	-0.2	-0.29	-0.18	-0.43	-0.54	-0.3	-1.06	-0.97	-1.6	-1	-1	-0.71	-0.69	-0.34	-1.94	-1.43	-0.34	-1.51	-0.97	-1.29	-0.69	-0.86	-0.71	-0.81	-0.64	-0.97	0.34	-0.17	-0.89	-0.04	0.33	0.29	-0.22	-0.76	-0.86	-1.36	-1.64
YMR314W	PRE5   PROTEIN DEGRADATION      20S PROTEASOME SUBUNIT(ALPHA6)	-1	-1	-1	1	-1	-1	-0.09	-0.2	-0.17	-0.17	-0.36	-0.12		-0.42	-0.12	-0.36	-0.29	-0.36	-0.12	0.45	-0.42	-0.45	-0.4	-0.42	0.41	0.48	-0.3	-0.18	-0.29	-0.25	-0.09	0.21	0.31	-0.64	0.29	0.46	0.55	0.38	-0.29	-0.14	-0.17	-0.22	-0.2	-0.2	0.08	0.16	0.07	0.04	0.04	0.16	0.7	0.39	0.76	-0.01	0.48	0.81	0.23	-0.22	-0.43	-0.23	-0.38	-1.36	0.96	1.61	-0.54	-0.38	-0.34	-0.64	-0.64	-0.81	0.57	0.49	0.65	0.31	-0.62	-0.12	-0.81	-0.56	0.11	-0.09	-0.03	0.21	-0.14	0.9	-0.3
YMR319C	FET4   TRANSPORT                IRON TRANSPORTER	-1	-1	-1	-1	-1	-1	-0.25	-0.84	-0.38	-0.89	-0.18	-0.4	0.01	-0.42	-0.12	-0.27	0.12	-0.36	-0.17	-0.18	0.4	-0.14	0.07	-0.45	-0.38	-0.69	-0.43	-0.51	-0.32	-1.03	-0.74	-0.47	-0.25	-0.38	-0.56	-0.49	-0.64	-0.51	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.18	-0.94	0.21	-0.38	-0.62	-1.15	-0.47	-1.36	-1.22	-1.36	-0.67	-1.12	-1.36	-0.42	-1.51	-0.51	-0.97	-1.25	-1.22	-1.03	-0.86	0.11	-0.42	-0.36	-0.92		-0.51	-0.1	0.03	-0.14	0.01	-0.23	-0.56	-0.12	-0.69	-0.94
YNL002C	RLP7   PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN L7 (PUTATIVE)	-1	-1	-1	-1	-1	-1		-1.4	-0.79	-0.79	-0.17	-0.49	0.01	-0.03	0.24	-0.18	0.12	-0.43	-0.22	-0.49	-0.1	-0.56	0.12		-1.06	-0.45	-0.42	0.15	0.98	0.24	-0.03	-0.36	-0.67	-0.4	-0.69	-1.03	-1.06	-0.94	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.2	-0.94	0.21	-0.38	-0.32	-1.36	-0.97	-1.74	-1.15	-0.6	-0.1	-0.81	0.04	-2.56	-2.12	-0.6	-3.64	-2.4	-1.43	-1.03	-0.84	-0.17	-0.43	-1.29	-1.25	-0.3	0.01	-0.51	0.26	-0.09	-0.38	-0.25	-1.18	-0.89	-2.84	-2.4
YNL003C	PET8   MITOCHONDRIAL PROTEIN TA MITOCHONDRIAL CARRIER FAMILY	-1	-1	-1	-1	-1	-1	0.2	0.11	0.07	-0.18	-0.06	0.01	0.43	0.06	-0.01	-0.17	-0.34	-0.29	-0.06	-0.51	0.26	-0.17	0.3	-0.18	-0.18	-0.32	-0.51	-0.47	-0.3	-0.1	-0.12	0.16	0.04	0.14	0.04	0.19	-0.2	0.25	-0.71	-0.69	-0.2	0.34	0.36		-0.1	-0.03	-0.07	0.18	0.2	-1.25	-0.18	-0.15	-0.01	-0.43	-0.42	-0.29		-0.4	-1.09	-0.07	0.01	-0.97	-0.1	0.53	0.34	0.46	0.24	-0.18	0.18	0.1	-0.04	-0.36	0.12	0.11	-0.29	0.55	-0.03	0.1	-0.09	-0.14	0.01	0.16	0.11	0.2	-0.42
YNL005C	"MRP7   PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN, MITOCHONDRIAL LARGE SUBUNIT"	-1	-1	-1	-1	-1	-1	-0.23	0.01	0.08	0.12	-0.15	0.16	0.06	-0.09	-0.1	-0.06	-0.29		-0.25	-0.12	-0.2	-0.38	0.03	-0.04	0.11	-0.01	-0.34	-0.09	0.19	-0.12	0.21	0.26	0.19	0.16	-0.01	-0.06	0.01	0.11	0.1	-0.01	-0.2	-0.17	0.21	0.32	0.52	0.76	0.63	0.48	0.4	0.25	0.95	0.72	0.88	-0.45	-0.45	-0.67	-1.09	-1.32	-1.12	0.14	-0.45	-0.67	-0.71	-0.51	-0.14	0.03	0.01	-0.92	-0.71	-0.04	0.18	0.21	0.16	0.04	-0.38	0.28	-0.42	0.14	-0.09	-0.3	-0.17	0.2	-0.04	1.1	0.12
YNL006W	LST8   SECRETION                UNKNOWN; POST-GOLGI	-1	-1	-1	-1	-1	-1	-0.12	0.01	0.03	0.11	-0.07	-0.12	0.24	-0.07	-0.04	-0.18	-0.17	-0.23	-0.01	-0.49	-0.15	-0.29	-0.32	-0.17	0.2	-0.22	-0.25	-0.4	-0.45	-0.34	-0.3	0.03	-1.89	0.12	-0.04	0.14	0.21	0.06	-0.79	-0.97	-0.76	-0.43	-0.54	-0.38	-0.27	-0.3	-0.34	-0.18	0.24	-0.17	0.11	0.36	0.24	-0.23	-0.4	-0.42	-0.67	-0.62	-0.38		-0.51	0.12	-0.03	0.32	0.28	2.05	0.49	-0.2	-0.06	1.08	0.11	0.15	0.07	0.15	1.42	0.34	0.14	-0.36	-0.03	-0.01	-0.07	0.11	-0.04	0.52	0.98
YNL007C	"SIS1   TRANSLATION              HEAT SHOCK PROTEIN, HOMOLOG OF E. COLI DNAJ "	-1	-1	-1	-1	-1	-1	-0.34	-0.23	-0.03		-0.07	0.23	0.16	-0.29	-0.04	-0.15	-0.27	-0.04	-0.4	-0.74	-0.07	-0.14	-0.3	-0.32	1.45	0.99	0.08	-0.07	-0.42	-0.74	-0.49	0.15	0.29	-0.06	-0.1	0.2	0.75	0.48	-0.81	-2.4	-2.74	-2.4	-2.25	-2.18	-1.36	-1.43	-1.4	-0.25	-0.18	-0.42	0.34	0.07	0.11	-0.25	-1.22	-1.03	-0.71	-1.4	-1.64	-0.64	0.26	-0.54	0.33	0.7	0.58	3.19	2.04	0.86	0.72	-0.17	0.88	0.65	0.7	0.53	0.24	0.3	0.12	0.84	0.04	-0.54	0.08	-0.03	0.06	1.36	0.74
YNL009W	IDP3   TCA CYCLE                ISOCITRATE DEHYDROGENASE	-1	-1	-1	-1	-1	-1	-0.36	-0.09	-0.27	-0.2	-0.45	-0.32	-0.09	-0.4	-0.15	-0.04	-0.49	-0.23	-0.49	-0.47	0.12	0.03	-0.15	-0.38	0.19	0.63	-0.06	0.25	-0.62	-0.56	-0.29	0.3	0.3	0.08	-0.3	0.12	0.33	0.33	-1.47	0.23	-0.2	-0.43	-0.54	-0.42	0.11	1.61	-0.14	-0.97	-0.43	0.21	-1.6	-0.3	-0.62	-0.01	-0.07	-1.06	-1.6	-0.6	0.29	0.97	-0.6	1.36	0.03	-0.92	-0.06	0.04		-0.1	-0.12	0.06	-0.47	-0.58	-0.23	-0.47	0.04	0.74	-0.49	-0.1	-0.06	-0.58	0.01	-0.14	-0.17	1.32	2.2
YNL012W	SPO1   MEIOSIS (SPOR.)          TRANSCRIPTIONAL REGULATOR	-1	-1	-1	-1	-1	-1	-0.25	0.14	-0.06	0.08	-0.27	-0.43	-0.03	-0.09	-0.15	-0.23	-0.45	-0.32	0.11	-0.03	-0.23	-0.3	-0.38	-0.22	-0.32	-0.32	-0.22	-0.62	-0.64	-0.49	-0.25	-0.47	-0.45	-0.2	-0.25	-0.29	-0.54	-0.36	-0.29	-0.07	-0.43	-0.42	-0.54	-0.14	-0.38	-0.12	-0.14	-0.45	-0.22	0.19	-0.6	-0.32	-0.4	-0.47	0.65	1.46	1.25	0.51	0.19	-0.79	-0.22	-1.25	2.44	3.3	0.52	-0.04	0.54	0.01	0.44		-0.51	-0.34	-0.14	-0.81	0.03	0.12	0.44	0.15	-0.12	-0.25	-0.12	-0.2	-0.42	1.05	0.82
YNL016W	PUB1   MRNA PROCESSING          POLY(A)+ RNA-BINDING PROTEIN	-1	-1	-1	-1	-1	-1	-0.03	-0.15	-0.32	-0.14	-0.17	-0.03	0.06	0.03	-0.12	-0.18	-0.17	-0.04	-0.01	-0.1	-0.1	-0.17	-0.4	-0.04	0.18		-0.12	0.15	-0.01	0.37	0.66	0.08	0.21	0.21	0.23	0.15	0.21	0.12	-0.42	-0.15	-0.12	-0.25	-0.12	-0.43	-0.38	-0.42	-0.36	-0.2	-0.3	-0.45	-0.42	-0.45	-0.38	-0.01	-0.27	-0.56	-0.6	-0.49	-0.47	0.18	-0.04	-0.2	-0.38	-0.69	0.12	-0.18	-0.6	-0.49	-0.47	0.04	-0.3		-0.22	-0.14	-0.14		0.29	0.18	-0.01	-0.23	-0.29	-0.62	-0.74	-0.74	-0.89
YNL021W	HDA1   CHROMATIN STRUCTURE      HISTONE DEACETYLASE	-1	-1	-1	-1	-1	-1	-0.34	-0.47	-0.43	-0.38	-0.3	-0.51	-0.17		-0.23	-0.17	-0.42	-0.03	-0.38	-0.51	-0.56	-0.43	-0.17	-0.23	-0.69	-0.79	-0.74	-0.54	-0.27	-0.03	-0.43	0.1	0.04		-0.32	-0.09	0.01	-0.45	-0.07	0.04	-0.17	-0.51	-0.32	-0.71	-0.04	-0.47	-0.47	-0.32	-0.67	-0.4	-0.09	-0.1	-0.29	-0.54	-0.29	-0.34	-0.38	-0.74	-0.86	-0.2	0.01	-1	-0.14	-0.07	-0.45	-0.01	-0.3	-0.12	0.24	-0.04	-0.76	-0.62	-0.64	-0.45	-0.4	0.29	-0.32	-0.15	-0.01	-0.17	-0.3	-0.38	-0.3	-0.34	-0.97
YNL023C	FAP1   TRANSCRIPTION (PUTATIVE) FKBP12-BINDING PROTEIN	-1	-1	-1	-1	-1	-1		-0.79	-0.43	-0.47	0.12	-0.1	0.37		0.08	0.03	-0.09	0.1	-0.06		-0.18	-0.12	0.32	0.01	-0.86	-0.47	-0.47	-0.17	0.11	0.4	-0.14	0.11		0.11	-0.4	-0.45	-0.4	-0.03	0.56	0.53	0.23	0.06	0.1	0.26	0.23	0.21	-0.06	0.21	-0.25	-0.6	-0.12	-0.54	-0.6	-0.4	0.55	0.89	0.83	0.82	0.93	-0.64	-0.64	-0.71	0.57	1.19	-0.25	-1.89	-0.86	-0.3		-0.1	-0.4	-1.06	-0.36	-0.76	-0.6	0.32	-0.25	0.54	-0.07	-0.01	-0.06	-0.62	-0.81	-0.71	-0.94
YNL025C	SSN8   TRANSCRIPTION            RNA POLYMERASE II MEDIATOR SUBUNIT	-1	-1	-1	-1	-1	-1	-0.03	0.3	0.18	-0.32	-0.27	-0.12	0.16		-0.15	0.14	-0.18	-0.03	-0.15		-0.17	-0.18	-0.03	-0.07	-0.43	-0.84	-0.54	-0.45	-0.69	-0.43	-0.4		-0.14	-0.25	-0.6	-0.22	-0.14	-0.18	-0.18	-0.14	-0.07	-0.2	0.03	-0.2	-0.09	0.24	-0.36	-0.36	-0.29	-0.42	-0.09	-0.06	-0.25	-0.69		-0.58	-0.2	-0.27	-0.07	0.11	-0.29	-0.49	-0.17	-0.09	-0.23	0.86		-0.36	0.15	0.11	-0.34	-0.09	-0.34	-0.42	-0.34	0.11	-0.42	-0.43	-0.18	-0.15	-0.47	-0.6	-0.86	0.21	-0.32
YNL027W	CRZ1   (CALCINEURIN) SIGNALING  CALCINEURIN-RESPONSIVE TRANSCRIPTION FACTOR	-1	-1	-1	-1	-1	-1	-0.06	-0.1	-0.18	0.12	-0.09	-0.94	0.12	-0.12	-0.2	0.15	-0.23	-0.01	-0.29		-0.18		0.15	0.03	0.41	-0.22	-0.23	-0.29	-0.17	0.03	0.01	0.16	0.08	-0.01	-0.15	-0.15	0.28	0.1	-0.12	0.2	0.08	0.23	0.11	0.12	0.15	-0.2	0.11	0.14		-0.45	0.07	-0.07	-0.12	-0.3	-0.62	-0.71	-1.12	-1.06	-0.76	0.3	-0.4	-0.47	-0.29	-0.89		0.11	-0.2	-0.3	-0.17	0.58	-0.07	-0.32	-0.01	-0.03	-0.22	-0.1	0.4	0.21	0.06	-0.3	-0.27	-0.32	-0.42	-0.4	-0.43
YNL029C	KTR5   PROTEIN GLYCOSYLATION    PUTATIVE MANNOSYLTRANSFERASE	-1	-1	-1	-1	-1	-1	-0.45	-0.58	-0.36	-0.56	-0.56	-0.06	0.03	-0.17	-0.27	-0.25	-0.69	-0.15	-0.15	-0.62	-0.45	-0.6	-0.12	-0.36	-0.94	-0.71	-0.4	0.25	0.01	0.11	-0.03	0.01	-0.22	0.08	0.1	0.01	-0.43	-0.07	0.29	0.25	-0.45	-0.06	-0.29	-0.22	-0.81	0.04	-0.36	-0.6	-0.49		-1.51	-0.09	-0.15	-0.81	-0.01	-0.32	0.1	0.08	-0.12	-0.14	0.23	0.41	0.42	0.36	-0.01	-0.49	-0.18	-0.42	-0.42	0.69	-0.38	-0.03	-0.76	-0.81	-0.34	0.2	-0.43	-0.15	-0.42	-0.56	-0.4	-0.32	-0.38	-0.58	-0.86
YNL030W	HHF2   CHROMATIN STRUCTURE      HISTONE H4	-1	-1	-1	-1	1	-1	-2.84	-2.56	-2.32	-0.32	0.68	0.82	0.37	-0.36	-0.74	-1.56	-1.32	-0.67	0.56	0.38	0.82	-0.03	-0.47	-0.92	-1.51	-1.47	-1.56	-0.86	-0.17	0.63	0.98	1.14	0.84	0.56	0.57	0.52	-0.1	-0.89	-1.12	-0.86	1.7	1.58	-0.27	-1.32	-0.89	1.2	1.99	0.67	0.16	-0.71	-0.15	0.36	1.01	-0.01	0.29	0.38	0.31	-0.29	-0.97	0.15	0.08	-1	1.51	-0.06	-0.45	-0.97	-2	-2.25	-1.03	-0.97	0.36	0.42	-0.12	-0.6	-0.32	-0.45	-0.86	-1.79		-0.06	0.24	0.08	0.04	0.14	-0.64
YNL031C	HHT2   CHROMATIN STRUCTURE      HISTONE H3	-1	-1	-1	-1	1	-1	-2.25	-1.89	-2	-0.43	0.4	0.82	0.19	-0.6	-0.79	-1.25	-1.47	-0.54	0.36	0.58	0.53	-0.25	-0.3	-0.81	-0.4	-1.03	-0.17	-0.27	0.28	0.81	1.02	1.3	0.8	0.48	0.52	0.32	0.16	-0.32	-0.81	-0.92	1.37	1.52	0.08	-1.03	-0.71	0.95	1.69	1.06	0.18	-0.84	-0.4	0.1	0.67	-0.32	0.19	-0.01	-0.09	-0.32	-0.81	0.24	0.04	-1.03	1.27	-0.34	-0.34	-0.62	-1.06	-2.32	-0.84	-0.04	0.33	0.04	-0.22	-0.69	-0.62	-0.23	-0.84	-1.09	0.12	-0.06	0.03	-0.01	0.07	0.82	-0.25
YNL032W	SIW14  CELL CYCLE               TYROSINE PHOSPHATASE	-1	-1	-1	-1	-1	-1	-0.71	-0.49	-0.89	-0.43	-0.04	-0.18	-0.25	-0.47	-0.32	-0.64	-0.38	-0.38	-0.03	-0.54	-0.07	-0.36	-0.49	-0.43	-0.2	-0.79	-0.69	-0.54	-0.25		0.03	0.07		0.2	0.01	-0.01		-0.43	-0.3	0.52	-0.15	-0.09	-0.54	0.01	0.16	0.06	0.04	-0.1	-0.62	-0.17	-0.06	-0.01	0.19	-0.15	-0.27	-0.07	0.11	0.11	-0.07	-0.15	-0.04	-0.18	-0.22	-0.09	-0.27	-1.06	-0.47	-1.12	-0.74	0.04	-0.25	0.18	-0.38	-0.6	-0.47	0.39	-0.22	-0.23	-0.1	-0.18	-0.07	-0.4	-0.15	-0.01	-0.51
YNL036W	"NCE103 SECRETION, NON-CLASSICAL UNKNOWN"	-1	-1	-1	-1	-1	-1	0.01	3.1	2.97	2.83	2.19	1.9	1.75	1.04	1.21	0.83	0.91	0.42	0.76	0.3	0.73	0.67	0.76	0.93	-2.32	-0.67	0.61	0.26	0.19	0.18	0.26	0.14	0.38	0.28	-0.01	0.75	0.91	0.7	0.91	0.48	0.54	0.98	0.65	0.93	0.99	0.96	0.93	1.12	0.6	0.31	0.24	0.32	0.95	-0.1	0.11	-1.09	-1.18	-1.36	-1.84	1.78	-0.04	-0.92	-0.69	-1.43	0.81	4.22	2.32	0.15	-0.51		-0.17	0.41	0.25	0.21	-0.18	1.83	3.52	2.36	-0.06	-1.29	-2.25	-2.18	-2.25	1.24	1.06
YNL037C	IDH1   TCA CYCLE                ISOCITRATE DEHYDROGENASE	1	-1	-1	-1	-1	-1	0.26	0.25	0.03	0.7	1.21	1.66	1.42	0.98	0.9	0.56	0.1	0.01	0.03	0.04	0.37	0.04		-0.06	-0.62	0.03	-0.67	0.49	0.26	0.2	0.24	0.9	0.7	0.77	0.42	0.56	0.56	0.63	0.25	-1.64	-0.58	0.62	1.03	0.96	0.3	0.15	0.36	0.41	0.48	0.07	0.06	0.31	0.66	-0.06	0.44	-0.42	-0.97	-2.25	-2.94	0.7	-0.64	-0.62	0.75	-0.22	0.16	0.88	2.02	0.58	0.23	0.03	-0.14	-0.76	0.87	0.59	-0.17	-0.4	-0.67	-0.6	-0.03	0.16	0.06	0.28	0.2	1.65	1.7
YNL039W	TFC5   TRANSCRIPTION            TFIIIB 90 KD SUBUNIT	-1	-1	-1	-1	-1	-1	-0.69	-0.29	-0.2	-0.04	-0.36	0.21	0.65		-0.51	0.08	-0.06	0.36	-0.32	-0.4	-0.43	-0.06	-0.36	-0.34	-0.1	-0.36	0.33	0.04	-0.06	-0.12	-0.23	0.19	-0.14	0.1	0.01	-0.01	-0.03	0.04	0.21	0.25	0.06	-0.27	-0.54	-0.38	-0.18	0.01	0.39	-0.67	-0.18	-0.22	-0.94	-0.04	-0.32	0.01	0.06	0.4		0.19	0.85	-0.15	0.45	0.52	0.73	0.56	-0.47	-0.23	-0.38	-0.01	-0.03	0.43	-0.09	0.1	-0.17	-0.1	-0.4	0.43	-0.14	0.18	0.11	-0.25	-0.27	-0.38	-0.42	-0.25	-0.38
YNL048W	ALG11  PROTEIN GLYCOSYLATION    UNKNOWN	-1	-1	-1	-1	-1	-1	-0.25	-0.51	-0.25	-0.42	0.12	-0.06	0.41	-0.07	-0.03	-0.3	-0.22	-0.36	-0.09	-0.36	0.18	-0.03	0.04	-0.25	-0.42	-0.29	-0.49	-0.4	-0.42	-0.07	-0.23	-0.03	-0.09	-0.22	-0.09	-0.09	-0.2	-0.4	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.38	-0.94	0.21	-0.38	-0.51	0.24	0.04	-0.36	-0.76	-0.62	0.11	-0.69	-0.81	0.2	0.36	-0.1	-0.43	-0.32	-0.47	0.12	0.21	0.06	-0.4	-0.25	-0.18	-0.04	-0.12	-0.12	-0.27	-0.18	-0.07	-0.34	-0.56	-0.14	-0.71	-0.4
YNL052W	COX5A  OXIDATIVE PHOSPHORYLATIO CYTOCHROME-C OXIDASE SUBUNIT VA	-1	1	-1	-1	-1	-1	-0.49	-0.42	-0.12	-0.51	-0.25	-0.32	-0.15	-0.42	-0.34	-0.42	-0.32	-0.64	-0.3	-0.71	-0.12	-0.49	-0.17	-0.45	0.67	0.11	0.14	0.08	-0.06	0.14	0.15	0.29	0.31	0.2	-0.22	0.39	0.18	-0.01	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.98	-0.94	0.21	-0.38	-0.34	0.1	-0.09	-0.14	-0.45	-0.71	0.31	-0.03	-0.71	-1.4	-1.56	0.04	0.29	-0.27	-0.47	-0.27	-0.14	-0.36	-0.43	-0.6	-0.17	-0.09	-0.04	-0.32	-0.54	-0.23	-0.23	-0.09	0.08	0.64	1.8	2.3
YNL054W	VAC7   VACUOLE BIOGENESIS       UNKNOWN; VACUOLAR INTEGRAL MEMBRANE PROTEIN	-1	-1	-1	-1	-1	-1	-0.14	-0.29	-0.01	-0.32	-0.23	-0.04	0.03	0.07	-0.06	-0.22	-0.29	-0.22	-0.17	-0.27	-0.17	-0.4	-0.23	-0.18	0.23	0.12	0.21	-0.22	-0.22	-0.03	0.48	0.16	-0.25	-0.06	0.14	-0.04	-0.51	-0.14	-0.06	-0.04	-0.23	-0.01	0.06	0.14	-0.22	-0.69	-0.43	-0.01	-0.71	-0.14	-0.06	-0.54	-0.27	-0.2	-0.15	-0.06		-0.25	-0.23	-0.18	-0.04	-0.27	-0.1	-0.32	-0.09	0.18	-0.14	0.6	0.41	1.08	-0.64	-0.12	-0.43	0.3	-0.34	0.24	0.77	0.61	0.14	0.08	0.04	-0.1	-0.34	-0.27	-0.09
YNL055C	POR1   TRANSPORT                MITOCHONDRIAL OUTER MEMBRANE PORIN	-1	-1	-1	-1	-1	-1	0.12	0.51	0.11	0.31	0.07	0.01	-0.06	-0.6	-0.45	-0.51	-0.6	-0.51	-0.32	-0.49	-0.38	-0.64	-0.84	-0.74	0.2	0.11	1.49	0.31	0.04	-0.15	-0.04	0.67	0.46	0.68	0.29	0.76	0.95	0.82	0.31	0.11	0.04	0.34	0.4	0.38	0.4	0.65	0.48	0.23	0.57	0.38	0.53	0.63	0.82	0.19	-0.06	0.06	-0.3	-0.69	-1	-0.25	-0.32	-1.43	-0.01	0.41	0.24	1.47	1.52	0.77	1.01	-0.09	-0.18	-0.86	0.56	0.6	-0.06	-0.22	-0.62	-0.4	-0.03	-0.23	0.19	0.36	0.3	1.37	1.07
