## There are #18 experiments in this file
## 001 -- alpha_factor_release_sample013
## 002 -- alpha_factor_release_sample014
## 003 -- alpha_factor_release_sample015
## 004 -- alpha_factor_release_sample016
## 005 -- alpha_factor_release_sample017
## 006 -- alpha_factor_release_sample018
## 007 -- alpha_factor_release_sample019
## 008 -- alpha_factor_release_sample020
## 009 -- alpha_factor_release_sample021
## 010 -- alpha_factor_release_sample022
## 011 -- alpha_factor_release_sample023
## 012 -- alpha_factor_release_sample024
## 013 -- alpha_factor_release_sample025
## 014 -- alpha_factor_release_sample026
## 015 -- alpha_factor_release_sample027
## 016 -- alpha_factor_release_sample028
## 017 -- alpha_factor_release_sample029
## 018 -- alpha_factor_release_sample030
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
yil010w	0.67	0.53	0.78	0.48	0.48	0.37	0.29	0.28	0.09	-0.12	-0.02	0.1	0.17	-0.07	0.01	-0.12	-0.86	-0.08
yil009w	-0.41	-0.97	-0.56	-0.97	-0.94	-1.22	-0.78	-1.04	-0.4	0.21	0.68	0.77	0.28	-0.07	-0.38	-0.33	-0.26	-0.15
yil164c	-0.2	0.07	-0.41	-0.19	-0.57	0.02	-0.29	-0.25	-0.05	0.66	-0.08	-0.08	-0.13	0.03	-0.28	0.26	-0.08	-0.15
yil008w	0.41	0.02	-0.04	-0.04	0.07	0.1	0.35	0.39	0.39	0.04	0.14	-0.04	1.09	-0.12	0.18	-0.04	0.49	0
yil007c	-0.06	0.05	-0.04	-0.16	-0.42	-0.2	0.01	-0.35	-0.24	0.02	-0.2	-0.21	-0.46	-0.25	-0.3	-0.17	-1.29	-0.06
yil006w	-0.4	0.49	-0.32	-0.47	-0.16	-0.54	-0.23	-0.22	-0.47	-0.52	-0.58	-0.47	-0.17	-0.31	-0.64	-0.4	-0.26	-0.42
yil005w	0.15	-0.09	0.07	0.04	-0.06	-0.31	0.07	-0.23	-0.1	-0.11	-0.27	0.1	-0.25	-0.27	-0.21	-0.02	-0.35	-0.01
yil004c	0	0.13	0.13	0.16	-0.02	NA	0.09	0.44	0.12	-0.08	-0.04	-0.14	0.1	0.2	0.04	0.11	-0.03	-0.03
yjr048w	-0.65	-0.46	-0.48	-0.01	0.17	0.13	0.23	-0.25	-0.36	-0.49	-0.29	-0.39	0.05	-0.28	0.06	-0.47	0.34	-0.7
yil003w	-0.24	0.7	-0.28	-0.16	-0.34	0.39	-0.2	0.21	0.18	0.28	-0.04	-0.08	0.03	0	-0.5	-0.08	0.02	0.13
yil002c	-0.11	0.39	-0.08	-0.05	-0.17	-0.1	-0.27	-0.25	0.12	-0.09	0.24	0.29	0.16	0.26	0.22	0.39	-0.3	NA
yil001w	-0.77	-0.4	-1.19	-1.79	-0.72	0.05	-0.74	-0.25	0.08	0.75	-0.29	-0.56	-0.55	-0.67	-2	-0.27	-0.41	-0.06
yir001c	0.13	0.21	0.06	0.04	-0.23	-0.19	-0.13	-0.26	-0.23	-0.09	-0.32	-0.04	-0.25	-0.37	-0.32	-0.24	-0.11	-0.24
yir002c	-0.69	-1.29	-0.42	-0.77	-0.27	-1.31	-0.3	-0.46	-0.42	-0.52	-0.48	-0.75	-0.54	-0.36	-0.53	-0.5	-0.09	-0.53
yir003w	-0.04	0.1	0.58	0.37	0.14	-0.08	0.09	0.03	-0.08	0.26	-0.08	0.35	-0.07	0.02	-0.21	-0.05	0.02	0.02
yir004w	0.29	0.07	0.08	0.04	-0.03	0.4	0.18	0.37	0.01	0.02	-0.19	0.25	0.03	-0.01	-0.05	0.15	0.43	0.16
yir005w	0.09	0.31	0.25	0.01	0.16	0.06	-0.06	0.05	-0.24	-0.03	-0.54	0.07	-0.3	-0.08	-0.58	-0.19	-0.14	-0.14
yir006c	-0.21	-0.19	-0.15	0.05	0.07	-0.13	0.02	-0.11	-0.18	-0.11	-0.09	0.01	-0.13	-0.09	0.02	0.17	-0.05	-0.02
yil163c	-0.01	0.44	-0.23	-0.31	-0.27	-0.05	-0.36	-0.35	-0.4	-0.69	-0.29	-0.08	0.05	-0.24	-0.9	0.04	-0.21	-0.11
yjr049c	0.19	0.09	0.01	-0.36	0.81	-0.35	-0.04	-0.29	-0.09	0.14	-0.07	-0.06	-0.2	-0.32	-0.27	-0.15	-0.21	-0.43
yir007w	-0.33	-0.11	0.12	-0.26	-0.18	-0.37	0.01	-0.35	-0.13	-0.31	-0.5	-0.14	-0.39	-0.25	-0.27	-0.21	-0.06	-0.12
yir008c	0.07	0.03	0.47	0.35	0.19	-0.14	0.11	0.08	-0.07	-0.34	-0.05	0.29	0.26	-0.13	0.01	-0.25	-0.47	-0.23
yil162w	0.02	0.2	-0.08	0	-0.17	0.3	-0.04	0.04	0.38	0.64	0.28	0.19	0.11	-0.02	0.15	0.33	-0.05	0.12
yir009w	-0.31	0.24	-0.29	0.17	-0.33	0.4	-0.25	-0.22	0.01	-0.09	-0.35	0.01	0.01	0	-0.96	-0.01	-0.07	-0.08
yir010w	-0.74	-0.73	-1.14	-0.51	-0.27	0	0.13	0.03	-0.04	-0.47	-0.43	-0.54	-0.09	0.2	0.25	0.49	-0.31	NA
yir011c	-0.09	0.13	-0.76	-0.31	-0.71	0.09	-0.44	-0.3	-0.12	0.04	-0.28	-0.29	-0.13	-0.34	-0.46	-0.13	-0.33	-0.15
yir012w	0.09	-0.58	-0.83	-0.49	-0.33	-0.09	-0.09	0.07	0.2	-0.19	0.07	-0.08	0.11	0.08	0.05	0.17	-0.38	-0.53
yir013c	-1.36	-0.78	-1.6	NA	-1.06	-0.79	-0.37	-0.45	-0.25	NA	-1.41	NA	-0.47	NA	NA	-0.61	-0.7	-0.54
yir014w	-0.4	0.56	-0.36	-0.53	-0.44	-0.03	-0.3	-0.04	-0.11	-0.45	-0.36	-0.59	-0.14	-0.05	-0.22	0.04	-0.57	-0.23
yir015w	-0.41	0.17	-0.88	-0.38	-0.81	0.25	-0.49	-0.25	-0.15	0.29	-0.28	-0.31	-0.14	0.02	-0.62	-0.14	-0.21	0.03
yjr050w	0.24	-0.23	-0.16	0.19	-0.32	-0.11	0.01	-0.12	-0.27	-0.18	-0.25	-0.32	-0.08	-0.22	-0.01	-0.32	0.22	-0.22
yir016w	-0.14	0.34	-0.22	-0.1	-0.21	-0.13	-0.3	0.12	-0.03	-0.27	-0.04	-0.27	0	-0.06	-0.07	0.24	-0.28	-0.17
yir017c	-0.3	1.18	-0.24	-0.22	-0.82	0.99	0.07	0.1	-0.19	0.42	-0.53	-0.29	0.03	0.03	-0.34	0.38	0.01	-0.07
yir018w	-0.02	-0.16	-0.29	-0.37	-0.17	0.08	0.06	0.11	0.23	-0.23	-0.12	-0.14	-0.1	0.01	-0.04	0.26	-0.25	0.03
yir019c	-1.26	NA	NA	NA	-1.47	-0.6	-0.46	-0.85	-0.7	-0.22	-0.34	-0.52	-1.17	NA	0.01	-0.24	-1.06	0.63
yir020c	0.04	0.49	-0.31	-0.14	-0.16	0.11	-0.34	-0.08	-0.18	-0.16	0.05	0.04	0.14	0.2	-0.39	0.1	-0.23	-0.07
yil161w	0.01	-0.19	-0.35	-0.26	-0.15	-0.25	0.07	-0.19	-0.08	-0.32	-0.27	-0.04	0.02	-0.32	-0.22	-0.14	0.31	-0.02
yir021w	-0.04	-0.41	0.16	-0.21	-0.27	-0.47	-0.3	-0.51	-0.27	-0.18	-0.32	0.11	-0.22	0	-0.46	-0.61	-0.23	-0.11
yir023w	-0.4	-0.59	-0.72	-0.37	-0.4	-0.24	-0.05	-0.33	-0.14	0	-0.53	-0.06	-0.52	0.1	-0.2	0.18	-0.03	-0.01
yjr051w	0.3	0.07	0.09	-0.24	-0.35	-0.31	0.02	-0.34	-0.1	0.06	-0.15	-0.18	-0.39	-0.24	-0.43	-0.19	0.1	-0.3
yil160c	-0.03	-0.5	0.13	-0.25	-0.43	-0.26	-0.14	0.03	-0.38	-0.5	-0.47	0.17	-0.19	-0.03	-0.9	-0.12	-0.3	-0.2
yir024c	0.52	-0.15	0.15	0.25	-0.07	NA	-0.05	0.42	-0.23	-0.54	-0.32	-0.2	-0.06	-0.34	NA	-0.33	0.22	-0.2
yir025w	-0.01	-0.27	-0.6	-0.89	-0.25	-0.6	-0.12	-0.19	-0.15	-0.12	-0.47	-0.06	-0.37	-0.12	-0.64	-0.25	-0.1	-0.18
yir026c	0.23	-0.84	-0.92	-0.86	-0.07	-0.22	0.29	0.17	0.19	-0.3	-0.04	-0.15	0.01	-0.03	-0.01	-0.21	0.24	-0.04
yir027c	-0.06	0.35	-0.04	-0.44	-0.07	-0.07	0.11	-0.19	0.19	-0.16	-0.19	-0.2	-0.19	0	-0.23	-0.05	0.06	0
yir028w	-0.1	-1.55	0.06	-0.31	0.04	-0.78	0.03	-0.1	-0.22	-0.93	-0.32	-0.23	-0.12	0.19	-0.58	-0.28	0.19	-0.51
yir029w	-0.34	-0.24	-0.46	-1.46	-0.46	-0.39	-0.13	-0.83	-0.22	0.03	-0.52	-0.17	-0.17	-0.54	-0.26	-0.24	-0.25	-0.3
yir030c	-0.15	NA	0.03	-0.47	0.04	-0.11	0.24	0.17	0.18	-0.39	-0.12	-0.16	0.05	-0.14	-0.35	-0.21	0.15	-0.33
yir031c	0.01	0.3	0.04	-0.12	0.21	0.16	0.31	-0.04	-0.05	0.13	0.04	0.34	0.04	0.22	0.04	0.2	0.29	0.11
yir032c	-0.19	-0.44	0.16	-0.98	-0.08	-0.84	-0.28	-0.19	-0.64	-1.18	-0.09	-0.35	-0.41	-0.34	NA	-0.3	-0.32	-0.38
yjr052w	0.15	-0.29	-0.07	-0.48	-0.01	-0.38	0.2	-0.15	-0.14	-0.22	-0.14	-0.21	-0.02	-0.21	-0.11	-0.17	-0.04	-0.23
yir033w	-0.29	-0.1	-0.83	-0.79	-1.05	-0.3	-0.51	-0.33	-0.16	0.41	0.15	0.18	-0.08	0.34	-0.25	0.14	-0.2	0.23
yil159w	-0.05	-0.51	-0.21	0.04	0.21	-0.47	-0.04	-0.33	-0.17	-0.12	0.01	0.06	-0.04	0.1	-0.13	-0.11	-0.1	-0.08
yir034c	0.24	0.9	0.67	0.38	0.19	0	-0.12	-0.2	-0.03	-0.18	0.49	0.3	0.46	0.41	0.32	0.25	-0.13	0
yir035c	-0.06	0.29	0.06	0.13	-0.71	0.29	-0.24	0.09	0.1	0.1	0.03	-0.27	-0.08	-0.01	-0.49	-0.06	0.04	-0.1
yir036c	0.08	-0.01	0.17	0.07	-0.06	-0.41	-0.41	-0.66	-0.37	-0.69	0.02	-0.28	-0.01	-0.42	-0.22	-0.14	-0.63	-0.44
yir038c	0.67	1.02	1.03	1.11	0.62	0.8	0.38	0.23	0.13	-0.33	0.03	-0.1	0.15	-0.01	-0.15	-0.13	-0.25	-0.3
yir039c	0.48	1.19	0.67	0.72	0.16	0.51	0.24	-0.22	0.06	0.18	-0.34	-0.28	-0.04	0.19	-0.61	-0.17	0.12	0.16
yir041w	-0.29	0.24	-0.3	0.27	0.64	0.32	-0.28	-0.11	-0.03	0.23	-0.02	-0.1	0.1	0.05	-0.1	0.07	NA	-0.27
yjl203w	-0.03	-0.34	-0.08	-0.48	-0.33	-0.07	-0.06	-0.37	-0.14	-0.45	-0.34	-0.21	-0.41	-0.57	-0.36	-0.28	-0.03	-0.55
yir042c	0.09	-0.17	-0.19	0.07	-0.29	0.08	-0.03	0.26	-0.02	-0.41	-0.23	-0.34	0.03	0.6	-0.27	0.24	-0.16	-0.44
yir043c	0	0.63	0.45	0.77	0.45	0.63	0.15	0.19	0.22	0.44	0.41	0.44	0.55	0.53	0.43	0.38	0.27	0.12
yil158w	-0.88	-1.18	-0.87	-0.61	-0.41	-0.36	0.56	0.65	0.74	0.22	-0.52	-0.38	-0.67	-0.58	-0.2	0.01	0.47	0.42
yil157c	0.06	-0.07	0.13	-0.18	0	-0.32	0.37	0.13	0.31	-0.21	-0.17	-0.38	-0.03	-0.46	-0.11	-0.31	0.28	-0.12
yil156w	0.04	0.21	0.27	0.24	0.07	-0.24	0.1	-0.16	0.01	0.35	0.06	0.6	0.06	0.04	-0.18	0.1	0.14	0.06
yil155c	-0.22	0.6	0.87	0.31	0.27	-0.17	-0.05	-0.27	0.02	0.24	0.14	0.04	0.04	-0.46	-0.11	-0.12	-0.11	-0.01
yil154c	0.05	0.03	0.49	0.2	-0.04	-0.32	-0.02	-0.21	-0.06	-0.02	-0.2	0.1	-0.27	-0.33	-0.29	-0.09	0.04	-0.22
yil153w	0.09	-0.05	0.17	0.1	0.18	-0.43	0.18	-0.21	-0.12	-0.22	-0.05	-0.12	0.09	-0.42	-0.06	-0.18	0.18	-0.08
yjr053w	-0.91	-0.61	-0.49	-0.29	-0.1	0.6	0	0.21	-0.31	-0.78	-0.6	-0.21	-0.19	0.42	-0.07	0.31	0.06	-0.14
yil152w	-0.04	-0.39	-0.12	-0.28	-0.12	-0.3	-0.11	-0.33	-0.26	0.1	-0.41	-0.18	-0.3	-0.12	-0.17	-0.04	0.29	-0.25
yil151c	-1.55	0.17	-0.29	-0.23	-0.48	-0.6	-0.06	-1.08	-0.12	-0.19	-0.04	-0.24	-0.1	-1.01	-0.02	0.1	-0.04	-0.08
yil150c	-0.19	-0.41	-0.3	-0.42	-0.52	-0.27	-0.26	-0.34	-0.3	0.39	-0.22	0.13	-0.37	-0.36	-0.2	-0.25	0.38	-0.11
yil149c	-0.67	0.33	-0.66	0.24	-0.42	-0.34	-0.51	-0.14	-0.16	-0.27	0.08	0.2	-0.21	-0.24	0.17	0.38	0.13	-0.22
yil148w	-0.19	0.17	-0.23	-0.04	-0.49	0.03	-0.37	-0.22	-0.03	0.31	-0.19	0	0.08	-0.02	0.25	0.22	0.13	0.13
yil147c	-0.24	-0.08	-0.09	0.47	0.25	0.23	-0.04	0.06	0.13	0.12	0.35	0.49	0.26	0.2	0.1	0.44	-0.33	0.12
yil146c	-0.98	-0.09	-1.05	-0.23	-1.19	-0.36	-0.56	-0.79	-0.35	0.26	-0.42	-0.68	-0.24	-0.22	-0.21	-0.2	-0.2	-0.29
yil145c	-0.07	0.05	-0.36	-0.21	-0.41	-0.4	-0.25	-0.28	-0.01	-0.23	-0.1	-0.28	0.01	-0.11	-0.25	-0.19	-0.34	-0.09
yil144w	-0.87	-0.48	-0.5	-0.03	-0.08	0.59	-0.13	-0.1	-0.19	0.12	-0.71	0.1	-0.23	0.07	0.12	0.32	0.06	-0.15
yil143c	-0.15	-0.05	-0.28	0.2	-0.2	-0.19	-0.08	-0.04	0.18	-0.17	0.25	0.15	0.1	-0.06	-0.04	0.32	-0.21	0.1
yjr054w	0.67	-0.05	-0.16	0.86	0.26	0.53	-0.14	-0.05	-0.43	-0.49	-0.04	0.51	0.39	0.34	0.18	0.31	-0.39	-0.16
yil142w	-0.46	-0.51	-0.41	-0.28	-0.25	0.04	-0.17	-0.24	0.2	0.26	-0.06	0.28	-0.15	-0.19	-0.08	0.14	-0.19	-0.02
yil141w	-0.78	0.15	0.26	1.09	0.23	-0.11	-0.72	-1.66	-1.35	-1.03	-0.3	0.58	0.31	0.11	-0.48	-0.41	-1.34	-1.27
yil139c	-0.29	0.42	-0.32	0.2	-0.18	-0.18	-0.51	-0.42	-0.32	-0.47	-0.2	0.17	0.04	0.03	-0.52	-0.15	-0.5	-0.18
yil138c	-0.41	-0.06	-0.12	0.13	-0.13	0.47	0.11	0.56	0.5	NA	0.2	0.36	0.01	0.19	-0.06	0.52	0.44	0.53
yil137c	-0.04	-0.4	0.21	0.08	0.26	-0.22	0.02	-0.25	-0.02	-0.07	0.06	0.04	0	-0.02	0.06	-0.13	0.04	-0.21
yil136w	0	0.83	0.58	0.03	0.21	-0.11	0.04	-0.19	-0.38	0.45	-0.53	0.19	-0.23	-0.03	-0.28	-0.34	0.32	-0.02
yjr055w	-0.21	-0.83	-1.18	-0.85	-0.82	-0.04	-0.17	-0.21	-0.05	-0.82	-0.39	-0.4	-0.18	-0.13	-1.18	-0.18	-0.02	-0.19
yil135c	-0.19	-0.14	-0.23	NA	0.11	-0.48	0.18	-0.23	-0.18	-0.43	-0.39	-0.5	-0.14	-0.2	-0.05	-0.1	0.06	-0.16
yil134w	-0.33	-0.77	-0.15	-0.64	-0.33	-0.42	-0.1	-0.29	-0.36	-0.36	-0.35	-0.23	-0.31	-0.41	-0.39	-0.28	0.17	-0.26
yil133c	0.26	-0.27	0.31	-0.23	0.26	0.4	NA	0.06	0.35	0.22	0.95	0.24	0.2	0.5	0.63	0.24	0.61	-0.12
yil132c	-0.75	-1.97	-0.07	0.22	0.21	-0.03	-0.17	-0.68	-0.53	-0.52	-0.5	-0.07	0.2	-0.28	-0.34	-0.43	-0.15	-0.38
yjl202c	-0.1	-0.05	-0.2	0.1	-0.28	NA	-0.03	0.12	-0.29	-0.07	-0.47	-0.11	-0.09	-0.55	-0.34	-0.16	0.26	-0.09
yjr056c	0.46	-0.01	-0.24	0.08	-0.21	0.15	-0.05	0.21	0.26	-0.09	0.01	-0.12	0.22	-0.15	-0.23	0	-0.03	0.17
yjl201w	-0.9	-0.71	0.07	0.19	0.12	0	0.15	-0.3	-0.45	-0.57	-0.41	-0.19	-0.05	-0.19	0.11	-0.13	-0.04	-0.68
yjr058c	0.16	0.23	-0.11	0.07	-0.27	-0.01	-0.21	-0.15	-0.15	-0.34	0.05	-0.37	0.01	-0.4	-0.21	-0.19	-0.42	-0.27
yjr059w	-0.72	0.57	0.06	0.11	-0.62	0.14	-0.34	-0.34	-0.14	0.22	-0.07	0.14	-0.17	-0.06	-0.01	0.22	-0.18	0.08
yjr060w	-0.89	-0.16	-0.33	0.05	0.06	0.11	-0.04	0.04	0.13	0.03	0.07	0.05	-0.08	0	-0.09	0.18	-0.33	0.03
yjr061w	-1.11	-0.14	-0.43	-0.23	-0.49	-0.31	-0.45	-0.59	-0.24	0.08	-0.19	-0.28	-0.4	-0.15	-0.28	0	-0.31	-0.2
yjr062c	0.12	0.38	0.03	0.06	-0.37	-0.09	-0.11	0.02	0.2	-0.09	-0.04	0.1	-0.07	-0.36	-0.06	0.08	-0.4	0.1
yjr063w	-0.29	-0.93	-1.37	-0.5	-0.65	-0.2	-0.14	-0.42	0.01	0.3	-0.04	-0.17	-0.09	-0.3	-0.36	-0.23	-0.32	-0.15
yjr064w	0.08	-0.15	-0.3	-0.02	-0.33	0.08	-0.05	0.25	0.23	0.07	-0.03	0.08	-0.04	0.04	0	0.16	-0.07	0.17
yjr065c	0.32	0.38	0.66	0.23	0.14	-0.28	0.19	-0.28	-0.15	0.11	-0.12	0.19	-0.07	-0.06	-0.08	-0.07	0.03	-0.03
yjr066w	-0.24	0.03	0.48	0.15	0.16	-0.24	-0.2	-0.31	-0.31	-0.33	0.07	0.16	0.03	-0.23	-0.03	-0.15	0.14	-0.21
yjl200c	-0.05	-0.61	-0.35	-0.81	-0.12	NA	0.14	-0.23	-0.08	-0.03	-0.15	-0.17	-0.02	-0.14	0	0.11	NA	0.01
yjr067c	0.05	-0.33	0	0.14	0.17	-0.06	0.03	-0.21	-0.15	0.1	-0.31	0.14	-0.18	0.24	-0.22	-0.04	0.02	-0.12
yjr068w	-0.11	-0.6	-0.21	-0.15	-0.23	-0.45	0.01	-0.38	-0.04	-0.36	-0.18	-0.2	-0.01	-0.51	0.04	-0.4	0.08	-0.31
yjr069c	-0.06	-0.54	-0.26	-0.32	-0.22	-0.37	-0.02	-0.35	-0.03	-0.28	-0.16	-0.09	-0.09	-0.23	0.02	-0.21	0.13	-0.22
yjr070c	0.01	-1.19	-1.18	-0.92	-0.2	-0.61	0.1	-0.35	0.1	-0.2	-0.1	-0.44	0.11	-0.29	-0.12	-0.37	-0.05	-0.32
yjr071w	-0.14	-0.74	-0.91	-0.62	-0.14	-0.31	0.05	-0.16	-0.02	-0.18	-0.26	-0.14	-0.19	-0.1	-0.17	-0.16	0.07	-0.15
yjr072c	-0.08	-0.82	-0.62	-0.45	0.11	-0.49	0.14	-0.28	0.17	-0.03	-0.04	-0.23	0.04	-0.48	-0.2	-0.48	0.04	-0.32
yjr073c	-0.01	0.63	0.81	0.44	0.48	-0.06	0.38	-0.47	-0.17	-0.44	-0.3	-0.18	-0.2	-0.42	-0.25	-0.15	-0.09	-0.45
yjr074w	0.09	0.03	0.39	0.19	0.3	-0.07	0.22	-0.07	-0.01	0.09	-0.13	-0.05	0.03	-0.31	0.03	-0.18	0.25	-0.14
yjr075w	-0.16	-0.14	-0.21	-0.08	0.04	0.35	0.38	-0.06	-0.01	-0.27	-0.28	-0.08	-0.2	-0.1	-0.1	-0.18	0.09	-0.01
yjr076c	-0.26	-0.55	-0.29	-0.27	0.25	0.15	0.54	0.2	0.1	-0.18	-0.47	-0.34	0.02	-0.08	0.33	0.07	0.4	-0.01
yjr077c	-0.09	0.27	0.13	0.32	-0.04	0.27	0.27	0.09	0.18	0.41	0.16	0.08	0.12	0.02	0.05	-0.01	-0.04	-0.02
yjr078w	-0.19	-0.09	-0.02	0.2	0.06	-0.07	-0.03	-0.07	0.07	-0.44	-0.11	-0.27	-0.11	-0.22	-0.49	0.11	-0.59	-0.58
yjr080c	0.1	0.23	0.26	0.26	-0.03	-0.28	-0.02	-0.22	0.18	-0.12	0.13	0.21	0.27	-0.02	-0.08	0.12	-0.37	-0.06
yjr082c	-0.4	0.36	-0.6	0.01	-0.46	0.28	-0.45	0.06	-0.12	-0.07	-0.28	-0.24	-0.13	-0.38	-0.52	-0.03	-0.02	-0.15
yjr083c	-0.18	0.57	-0.89	-0.25	-0.56	-0.44	-0.34	-0.33	-0.05	-0.65	-0.34	-0.48	-0.04	-0.44	-0.24	0.18	-0.36	-0.34
yjr084w	-0.41	0.51	-0.77	-0.48	-0.55	0.04	-0.28	-0.26	-0.09	-0.13	-0.2	-0.39	-0.14	-0.27	-0.7	0.1	-0.33	-0.23
yjr085c	0.02	-0.09	0	0.24	0.06	NA	-0.05	-0.35	-0.02	-0.38	-0.08	-0.33	0.18	-0.36	0.01	0.02	-0.54	-0.55
yjr086w	-0.08	0.3	-0.62	0.01	-0.37	0.2	0.02	0.03	-0.02	0.3	-0.16	-0.26	-0.22	-0.02	-0.22	0.17	0.14	-0.13
yjr088c	-0.45	-0.06	-0.58	-0.23	-0.58	0.1	-0.24	-0.09	0.03	0.07	-0.1	-0.1	-0.22	-0.31	-0.1	-0.13	-0.08	-0.03
yjr089w	-0.09	-0.54	-0.51	0.23	-0.44	-0.03	-0.19	0.27	0.14	0.07	0.01	0.01	-0.08	0.07	0.07	0.32	-0.04	0.1
yjr090c	-0.09	-0.33	-0.16	-0.17	-0.1	-0.35	-0.04	-0.22	-0.06	-0.1	-0.04	0.14	-0.23	0.03	-0.17	0.19	0.21	0.07
yjr091c	0.04	-0.07	-0.11	-0.34	-0.24	-0.34	0.01	0.16	-0.16	0.03	-0.25	0.08	-0.22	-0.21	-0.06	0.02	-0.07	0.01
yjl199c	0.44	0.43	0.37	0.46	-0.07	0.16	0.25	0.42	0.01	0.01	0.05	0	0.25	0.12	0.07	0.04	0.58	-0.01
yjr092w	-1.1	-1.32	-2.18	-1.89	-0.91	-0.32	0.37	1.08	0.63	0.37	-0.12	-0.31	-0.97	-0.23	-0.11	0.65	0.65	0.47
yjr093c	-0.16	-0.48	-0.48	-0.55	-0.16	-0.07	0.17	0.28	0.17	0.06	-0.1	-0.23	-0.18	-0.2	0.05	-0.03	0.33	0.1
yjr094c	-0.3	-0.17	-0.75	-1.2	NA	-0.85	-0.49	-0.92	-0.31	-0.86	-0.49	-0.66	-0.68	-0.67	-0.97	-0.56	-0.08	-0.55
yjl198w	-0.05	-0.86	-0.74	-0.88	-0.05	-0.3	0.21	-0.17	0.07	0.08	-0.12	-0.21	-0.16	-0.01	-0.11	0.07	0.01	-0.13
yjr095w	0.05	-0.26	-0.36	-0.34	0.06	-0.2	-0.02	-0.08	-0.22	-0.03	-0.28	-0.21	-0.09	-0.17	-0.1	-0.02	0.03	0
yjr096w	0.18	0.24	0.45	-0.2	-0.49	-0.46	-0.19	-0.38	-0.04	-0.41	-0.29	-0.31	-0.18	-0.38	-0.41	-0.5	-0.18	-0.5
yjr097w	0.1	-1.16	-0.68	-0.5	0.14	0.06	0.18	-0.01	-0.07	-0.2	-0.27	-0.34	0.22	-0.2	-0.21	-0.23	0.32	-0.27
yjr098c	0.53	0.28	0.34	0.29	0.38	0.39	0.48	0.32	0.28	0.51	0.01	0.62	0.08	0.56	0.14	0.5	0.56	0.44
yjr099w	0.1	-0.21	-0.02	-0.25	0.1	-0.2	0.2	-0.02	0.03	-0.34	0	-0.19	0.02	-0.35	-0.01	-0.3	0.12	-0.25
yjr100c	0.18	0.24	NA	-0.32	-0.09	0.04	0.15	-0.01	0.05	-0.12	-0.2	-0.07	-0.14	0.02	-0.18	-0.31	-1.26	-0.14
yjr101w	0.04	-0.28	0.04	-0.09	0	-0.27	0.08	-0.15	-0.22	-0.5	-0.06	-0.21	-0.08	-0.3	0.02	-0.35	0.11	-0.23
yjr102c	-0.13	0.52	-0.05	0.01	-0.46	0.28	-0.3	0.32	-0.07	0.1	0.1	0.03	0.24	-0.12	-0.18	0.33	0.17	0.15
yjr103w	0	-0.14	-0.16	-0.2	-0.17	-0.24	-0.25	-0.23	0.18	-0.23	0.12	-0.27	0	0.01	0.12	0.37	-0.31	-0.25
yjr104c	-0.1	0.32	-0.02	0.23	-0.23	0.14	-0.18	-0.09	0.16	0.44	0.34	0.21	0.35	0.2	0.71	0.39	0.27	0.16
yjr105w	0.13	-0.08	-0.08	-0.01	-0.2	-0.27	-0.24	-0.2	0.12	-0.19	0.23	-0.02	0.24	0.29	0.35	0.36	-0.24	-0.09
yjr106w	-0.31	0.03	-0.29	-0.22	-0.13	0.04	-0.14	-0.32	-0.08	0.07	-0.06	-0.12	-0.05	-0.19	-0.38	0.04	-0.51	-0.15
yjr107w	-0.04	0.09	0.04	-0.08	-0.17	-0.18	-0.07	-0.22	-0.01	-0.28	0.11	-0.1	0.13	0	0.02	0.34	-0.42	-0.3
yjr108w	-0.65	0.3	-0.92	-0.31	-0.71	0.17	-0.39	-0.17	-0.2	-0.09	-0.52	-0.56	-0.25	-0.71	-0.83	-0.02	-0.17	-0.22
yjr109c	0.65	1.83	1.9	1.87	1.18	1.25	0.99	1.31	1.16	1.5	1.14	1.02	0.82	1.16	1.23	1.43	0.85	1.24
yjr110w	-0.43	-0.18	-0.72	-0.7	-0.77	0.15	-0.08	-0.21	0.02	0.43	-0.19	-0.16	-0.2	-0.03	-0.35	0.05	-0.32	-0.01
yjr111c	0.09	-0.25	-0.36	0.04	0.33	0.01	-0.1	0.1	0.04	-0.31	-0.05	-0.26	0.05	0.11	-0.05	0.17	-0.19	-0.2
yjr112w	-1.45	0.53	-1.38	-0.76	-0.81	NA	-0.25	-0.6	-0.31	0.24	-0.29	-0.78	-0.07	0.21	-0.93	0	-0.28	-0.38
yjr113c	-0.16	-0.09	0.07	0.2	-0.02	0.1	0.16	0.04	0.12	-0.23	0.02	-0.1	0.09	-0.01	0.01	0	-0.33	-0.24
yjl197w	0.1	-0.32	-0.11	-0.2	0.02	-0.15	0.1	-0.11	-0.1	-0.1	0.11	0.04	-0.04	-0.16	0.14	-0.01	0.03	-0.11
yjr114w	-0.12	-0.15	0.16	-0.46	-0.04	-0.23	0.27	-0.23	0.04	-0.06	-0.22	0.07	-0.13	-0.18	-0.17	-0.13	-0.07	-0.24
