YORF	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
YHR054C	-0.94	-0.28	-0.87	-0.19	-0.52	0.29	-0.59	0	-0.33	0.03	-0.52	-0.28	-0.29	-0.05	-0.43	-0.16	-0.07	0.02
YJL225C	-0.52	-0.53	0.97	0.66	0	-0.45	-0.22	-0.73	-0.19	0.28	0.61	0.89	0.32	-0.16	-0.25	-0.14	-0.25	-0.18
YHR055C	-0.21	-0.11	-0.39	-0.29	-0.51	0	-0.89	-0.45	-0.6	-1.01	-0.37	-0.54	-0.12	-0.16	-0.07	-0.35	-0.82	-1.02
YHR056C	-0.81	-0.7	-0.66	-0.85	-0.6	-0.31	-0.43	-0.41	-0.12	-0.02	-0.06	-0.36	-0.3	-0.14	-0.37	0.02	-0.59	0.1
YHL039W	0.43	-0.36	-0.24	-0.09	0.18	-0.46	-0.12	-0.26	-0.09	-0.16	-0.1	-0.12	0.12	-0.3	-0.34	-0.44	-0.09	-0.15
YHR057C	0.03	0.37	0.23	0.24	0.15	0.1	0.09	0.34	0.32	0.13	0.32	0	0.3	-0.06	0.04	0.01	-0.3	-0.25
YHR058C	0.02	-0.57	-0.2	-0.2	-0.22	-0.28	0.15	-0.11	0.02	-0.03	-0.2	0.13	-0.12	-0.05	-0.24	-0.13	0.29	0.12
YHR059W	0.43	0.08	-0.07	0.11	0.27	0.28	0.34	0.31	0.07	-0.26	-0.03	-0.15	0.19	0.14	-0.05	-0.06	0.22	-0.16
YHR060W	0.04	-0.35	-0.35	-0.14	-0.26	-0.28	-0.07	-0.45	-0.24	-0.1	-0.39	0	-0.21	-0.3	-0.22	-0.24	-0.17	-0.02
YHR061C	-0.51	-0.41	-0.27	-0.03	0.13	0.2	0.21	-0.04	-0.67	-0.7	-0.53	-0.23	0.08	0.01	0.15	-0.04	0.01	-0.72
YHR062C	-0.01	-1.01	-0.47	-0.35	0.06	-0.28	0.32	-0.49	0	-0.09	-0.28	0.05	0.09	-0.11	-0.21	-0.03	-0.05	-0.09
YHR063C	0.14	0.13	0.25	0.23	0.33	0.19	0.42	0.28	0.12	-0.25	-0.12	-0.05	0.2	0.06	0.28	-0.03	0.46	-0.14
YJR017C	-0.04	-0.93	-0.09	-0.18	-0.02	-0.47	0.21	-0.35	0.06	-0.09	-0.18	-0.26	-0.02	-0.36	-0.29	-0.41	-0.12	-0.22
YHR064C	0.14	-0.35	-0.18	-0.09	-0.1	-0.2	-0.04	-0.21	-0.03	0.21	-0.16	0.2	-0.02	0.07	0.06	0.16	-0.27	0.14
YHR065C	0.15	-0.8	-0.64	-0.56	-0.2	-0.47	0.17	-0.12	-0.01	-0.29	-0.19	-0.23	-0.11	-0.21	-0.28	-0.19	0.12	-0.13
YHR066W	0.1	-1.38	-0.77	-0.46	-0.03	-0.52	0.04	-0.07	0.22	0.15	-0.09	0.07	0.04	-0.1	-0.35	-0.01	0.11	0.15
YHR067W	0.11	-0.13	0.27	0.15	-0.34	-0.36	0.01	-0.05	-0.21	-0.32	-0.18	-0.18	-0.03	-0.22	-0.47	-0.27	-0.37	-0.2
YHR068W	0.29	-0.03	0	-0.12	0	-0.34	0.12	-0.01	0.16	-0.02	-0.02	-0.12	0.09	-0.17	0.16	-0.13	-0.62	-0.11
YHR069C	0.18	-0.73	-0.58	-0.35	0.01	-0.3	0.18	-0.04	-0.06	-0.33	-0.25	-0.34	0.1	-0.16	-0.05	-0.18	0.19	-0.29
YHR070W	-0.18	-0.48	-0.72	-0.47	-0.39	-0.17	-0.25	-0.09	0.14	0.14	0.18	-0.01	0.01	-0.05	-0.28	0.16	-0.51	0.13
YHL038C	0.05	-0.49	0.19	-0.43	0.18	0.18	0.03	-0.26	0.25	0.05	0.25	0.01	0.06	-0.14	-0.09	-0.16	0.22	-0.07
YHR071W	0.93	1.75	2.17	2.26	1.75	1.6	1.35	1.34	1.32	0.74	1.01	0.78	1.02	1.11	1.11	1.19	0.5	0.76
YHR072W	-0.27	-0.19	-0.56	-0.2	-0.4	0.27	0.04	-0.06	0.19	0.13	0.04	0.08	-0.1	0.13	-0.04	0.15	-0.56	0.1
YJR018W	-0.11	-0.31	0.21	-0.23	0.28	0.04	0.26	-0.07	0.12	-0.02	0.27	-0.17	-0.1	-0.05	0.09	-0.16	0.29	-0.45
YHR073W	0	0.36	-0.32	-0.03	-0.68	0.21	-0.23	0.34	0.02	-0.1	0	0.03	-0.03	0.02	-0.07	0.2	-0.07	0.16
YHR074W	-0.05	0.38	0.19	0.24	-0.14	0	-0.03	0.03	0.19	0.36	0.27	0.32	0.06	0.18	0.17	0.31	0	0.29
YHR075C	-0.03	0.28	-0.22	-0.1	-0.16	-0.25	-0.28	-0.27	-0.11	0.28	0.08	-0.27	0.15	-0.2	-0.16	-0.12	-0.32	-0.29
YHR076W	0.4	0.46	0.35	0.41	0.18	1.11	0.36	0.42	0.4	0.48	0.14	0.37	0.3	0.38	0.31	0.52	0.18	0.35
YHR077C	0.08	0.07	-0.24	0.12	-0.27	-0.09	-0.04	-0.04	-0.08	0.26	0.12	0.02	-0.09	0.09	-0.21	0.16	-0.17	0.01
YHR078W	0.04	0.02	-0.13	-0.18	-0.27	0.04	-0.11	-0.2	0.05	0.09	0.06	0.11	0.17	0.17	0.01	0.08	-0.11	0.02
YHL037C	0.1	-0.39	0.28	-0.09	0.11	-0.23	0.21	-0.33	-0.16	-0.31	0.05	-0.56	0.19	0	-0.43	-0.2	-0.09	-0.02
YHR079C	-0.45	0.87	-1.38	-0.77	-0.55	-0.55	-0.57	-0.52	-0.15	0.16	0.07	-0.26	-0.24	0.15	-0.57	0	-0.69	-0.09
YHL036W	1.2	1.23	1.1	0.9	0.99	0.9	0.38	0.99	0.87	0.67	0	0.53	0.51	0.85	1.13	1.15	0.5	0.18
YJR019C	-0.07	-0.06	-0.36	-0.14	-0.52	-0.33	-0.14	-0.31	-0.45	-0.45	-0.57	-0.45	-0.04	-0.49	-0.51	-0.66	-0.47	-0.41
YHR080C	-0.4	0.1	-0.15	-0.16	-0.19	0.01	-0.39	-0.11	-0.09	-0.36	0.22	-0.31	-0.18	-0.16	0.08	0.11	-0.23	-0.25
YHR081W	-0.05	-0.26	-0.58	-0.25	-0.28	0.03	-0.02	0.16	0.02	-0.13	-0.41	-0.19	-0.11	0.05	-0.31	-0.1	-0.14	-0.01
YHR082C	0	0.23	0.08	0.06	0.21	-0.1	0.3	0.1	0.01	0.08	0.11	0.21	0.03	0.19	0.41	0.37	0.28	0.09
YHR083W	-0.59	-0.41	-0.21	-0.55	-0.07	-0.4	0.09	-0.23	0	-0.09	-0.1	-0.07	0.17	0.02	0.04	-0.14	0.34	-0.1
YHR084W	0.32	-0.98	-1.1	-1.18	-0.6	-0.87	-0.36	-0.65	-0.46	-0.56	0.29	0.15	0.08	-0.28	-0.21	-0.19	-0.14	-0.09
YHR085W	-0.13	-0.92	-0.93	-0.97	-0.72	-1.06	-0.24	-0.22	-0.26	-0.08	-0.34	-0.52	-0.22	-0.38	-0.23	-0.48	-0.38	-0.18
YHR086W	-0.39	-0.29	-0.35	-0.1	0.18	0.14	0.42	0.03	-0.25	-0.58	-0.62	-0.16	-0.03	-0.08	0.27	0.14	0.17	-0.32
YHL035C	0.79	0.57	0.59	0.43	0.99	0.35	0.79	0.62	1.05	0.75	1.24	0.71	0.57	1.11	0.97	1.39	0.17	0.79
YHR087W	0.14	0	2.21	0	0.13	-0.19	-0.17	-0.46	-0.2	-0.11	-0.4	-0.08	-0.14	-0.23	-0.16	-0.27	0.1	-0.25
YHR088W	0	-1.11	-0.71	-0.27	-0.11	-0.22	0.12	0.12	-0.01	-0.23	-0.33	-0.12	-0.04	-0.24	-0.26	-0.19	0.26	-0.21
YJR020W	-0.07	-0.31	0.05	-0.34	1.87	-0.84	0.37	-0.35	-0.33	-0.34	-0.15	-0.45	-0.46	0	-0.39	-0.17	0.04	-0.41
YHR089C	0.09	-0.82	-0.78	-0.98	-0.37	-0.81	0.02	-0.54	0.09	-0.34	-0.26	-0.57	-0.11	-0.2	-0.26	-0.48	-0.25	-0.27
YHR090C	-0.31	-0.23	-0.54	0.01	-0.32	-0.12	-0.07	0.19	-0.3	-0.47	-0.57	-0.07	-0.27	-0.07	-0.32	-0.06	0.18	-0.15
YHR091C	0.14	0.04	0.02	-0.2	-0.03	-0.39	0.05	-0.04	-0.12	-0.06	-0.09	0.11	-0.11	-0.28	-0.39	-0.17	-0.07	-0.14
YHR092C	0.17	0.41	0.46	0.01	-0.04	-0.38	-0.04	-0.7	-0.42	0.1	0.1	-0.04	0.15	0.05	0.03	-0.45	-0.29	-0.35
YHR093W	-0.33	-0.39	-1.38	-1.68	-0.6	-0.34	-0.9	-1.05	-0.98	0.28	-0.58	-1.63	-0.31	-0.06	0	-0.29	-0.7	-0.18
YHR094C	0.11	0.25	-0.27	-0.22	-0.04	-0.17	-0.35	-0.15	-0.22	-0.55	0.55	0.09	0.34	0.3	0.06	-0.09	-0.51	-0.32
YHR095W	-0.68	0.01	-0.89	-0.27	-0.49	0.29	-0.98	0.16	-0.91	0.26	-0.83	-0.52	-0.34	-0.03	-0.67	-0.1	0.06	-0.51
YHR096C	0.18	0.61	0.42	0.17	0.26	0.23	-0.23	0.15	-0.15	-0.24	0.68	0.36	0.53	0.34	0	0.04	-0.21	-0.36
YHR097C	1.01	1.52	-0.21	-0.22	-0.7	-0.22	-0.81	-0.68	-0.67	0.23	-0.29	0.03	-0.21	-0.47	-0.65	0.03	-0.52	-0.25
YHR098C	0.2	-0.09	-0.16	-0.03	0.18	0.25	0.21	-0.13	0.02	-0.35	0.08	-0.04	0.03	0.13	0.35	0.35	-0.31	-0.2
YJR021C	-0.48	-0.51	-0.18	-0.28	-0.25	-0.27	-0.07	-0.29	-0.36	-0.43	-0.41	-0.24	-0.05	-0.33	-0.43	-0.34	0.21	-0.25
YHR099W	-0.05	0.16	-0.25	-0.05	-0.28	0.11	-0.29	-0.07	-0.12	0.31	0.17	0.04	-0.08	0.37	0.02	0.43	-0.33	0.06
YHR100C	-0.06	-0.2	-0.23	-0.02	-0.25	0.05	-0.11	0.34	0.09	-0.21	0.1	-0.03	0.05	0.12	-0.05	0.2	-0.26	-0.12
YHR101C	-0.42	0.13	-0.52	-0.17	-0.53	0	-0.43	-0.06	-0.3	0.33	-0.22	-0.21	-0.18	-0.1	-0.33	0.06	-0.27	-0.14
YHR102W	-0.24	-0.14	-0.33	-0.17	-0.17	0.01	-0.05	0.36	0.22	-0.12	0.3	0.05	-0.33	0.42	0.11	0.55	0	-0.05
YHR103W	-0.04	0.29	-0.53	0.14	0.81	0.31	-0.32	-0.04	-0.02	0.57	0.43	0.36	0.16	0.22	0.05	0.4	-0.2	0.2
YHR104W	0.24	1.05	1.04	0.89	0.32	0.29	-0.4	-0.02	-0.22	-0.68	0.01	-0.07	-0.15	-0.26	-0.14	-0.15	-0.47	-0.52
YHR105W	-0.26	0.08	0.02	-0.19	-0.06	-0.08	-0.11	-0.09	-0.29	-0.19	-0.28	-0.28	-0.17	-0.15	-0.43	-0.28	-1.24	-0.23
YHR106W	0.1	-0.13	0.08	0	0.04	-0.1	0.13	-0.16	-0.19	-0.21	0.01	0	0.27	0.3	0.3	0.1	0.07	-0.19
YHR107C	-0.09	-0.48	-0.33	-0.26	0.36	-0.03	0.4	-0.03	0.09	-0.12	-0.2	-0.1	-0.07	0.08	0.06	0.02	0.21	-0.15
YHR108W	0.08	-0.01	-0.03	0.22	0.23	0.27	0.55	0.36	0.21	-0.04	-0.06	-0.06	0.19	0.14	0.41	0.24	0.59	0.04
YJR022W	0.12	-0.13	0.55	-0.18	0.46	0.09	0.28	0.16	-0.11	-0.15	-0.4	-0.07	-0.18	0	-0.51	0.06	0.17	-0.32
YHR109W	-0.01	-0.34	-0.04	-0.12	0.02	-0.36	0.05	-0.26	-0.17	0.04	-0.25	0.13	-0.01	-0.02	-0.32	-0.28	-0.47	-0.1
YHL034C	0.71	0.57	0.76	0.54	0.72	0.39	0.16	0.45	0.47	0.31	-0.15	0.46	0.31	0.33	0.24	0.66	-0.12	0.26
YHR110W	-0.41	-0.04	0.63	1.05	0.56	0.36	0.23	-0.23	-0.59	-0.63	-0.09	0.25	0.59	0.39	0.29	-0.22	0.08	-0.65
YHR111W	0	-0.38	-0.06	-0.2	0.1	-0.25	0.2	-0.33	0.09	0.2	-0.04	0.09	0.09	-0.04	-0.16	-0.25	0.09	-0.1
YHR112C	0.19	0.23	0.33	0.57	0.27	0.13	0.17	0.32	0	0	-0.12	0.04	0.07	0.04	-0.1	0.07	0.15	-0.16
YHR113W	0.18	0.12	0.34	0.45	-0.1	-0.3	-0.5	-0.51	-0.64	-0.44	-0.31	-0.01	-0.03	-0.29	-0.49	-0.62	-0.17	-0.41
YHR114W	0.14	0.02	0.12	0.15	0.2	0.17	0.23	0.17	0.15	0.09	0.14	0.07	0.04	-0.01	0.19	0.05	0.32	0.03
YHR115C	-0.12	-0.25	-0.15	-0.05	0	-0.19	0.09	-0.01	-0.09	0.02	-0.2	-0.15	0.02	-0.12	0.03	-0.19	0.23	-0.07
YHR116W	0.16	0.03	0.36	0.17	0.16	0.04	0.18	0.18	-0.02	-0.08	-0.1	-0.15	-0.06	-0.17	0.04	0.01	0.25	-0.26
YHR117W	-0.38	-0.24	-0.4	-0.12	-0.03	0.09	-0.06	-0.19	0.16	0.48	0.25	0.07	0.12	0.03	0	0.15	-0.14	0.12
YJR023C	-0.04	-0.37	-0.26	-0.39	-0.15	-0.45	-0.09	-0.42	-0.31	-0.32	-0.4	-0.31	-0.1	-0.54	-0.49	-0.4	-0.1	-0.21
YHR118C	-0.24	-0.29	-0.2	-0.06	-0.08	0.06	-0.11	0.26	0.06	-0.3	0.15	0.11	-0.07	0.12	0	0.29	-0.26	-0.12
YHR119W	-0.83	-0.57	-1.24	-0.41	-0.43	-0.11	-0.33	-0.44	-0.37	0.35	-0.09	-0.23	-0.05	-0.21	-0.57	0.14	-0.58	-0.12
YHR120W	-0.14	-0.17	-0.12	-0.06	0.22	-0.04	-0.26	0.2	0.06	-0.28	0.78	0.12	0.03	0.16	0.29	0.46	-0.24	-0.07
YHL033C	0.21	0.13	-0.12	0.21	0	0.23	0.09	0.38	0.43	0.45	0.54	0.21	0.26	0.37	0.52	0.59	0.24	0.52
YHR121W	-0.27	0.32	-0.2	0.32	-0.04	0.37	-0.03	0.29	0.03	0.46	0.07	-0.14	0.09	0.05	-0.22	0	0	-0.05
YHR122W	-0.11	-0.26	-0.08	-0.05	0.12	0.39	0.15	0.67	0.51	-0.18	0.48	-0.06	0.19	0.17	0.03	0.24	0.1	-0.22
YHR123W	-0.5	-0.03	-0.32	0.02	-0.02	-0.23	-0.36	-0.73	-0.47	-0.02	-0.12	-0.24	0.15	-0.04	-0.33	-0.35	-0.72	-0.51
YHR124W	0.53	0.26	-0.1	-0.44	-0.62	-0.15	-0.18	0.14	0.07	-0.28	-0.3	-0.34	-0.16	-0.03	-0.36	0.18	-0.19	-0.22
YHR125W	-0.76	0	0	0	-0.52	-0.08	-0.28	-0.59	-1.08	-0.19	-1.72	0	-0.54	-0.51	0	-0.57	-0.63	-1.04
YHR126C	0.2	0.24	0.33	-0.08	-0.32	-0.46	-0.38	0.06	-0.11	0.29	1.06	0.43	0.29	-0.2	-0.23	0	-0.47	0.41
YJR024C	0.08	-0.12	0.19	-0.07	0.14	0.12	0.2	0.04	0.02	-0.18	0.08	-0.07	-0.11	0	0.05	-0.12	0.25	-0.4
YHR127W	-0.94	0.36	-0.47	0.2	0.01	0.18	-0.44	-0.09	-0.3	0.34	0.05	0.19	0.18	-0.04	0.09	0.07	-0.28	-0.19
YHR128W	0.47	0.24	0.02	-0.12	-0.03	0.14	-0.11	0.62	0.63	0.15	0.72	0.13	0.2	0.2	0.33	0.44	0.27	-0.02
YHR129C	-0.19	-0.64	-0.04	0.09	0.13	0.02	0.07	0.22	-0.09	-0.08	-0.2	0.09	0.04	-0.14	-0.37	-0.12	0.19	-0.11
YHL032C	0.27	0.15	0.24	-0.25	-0.54	-0.36	-0.77	-0.01	-0.09	-0.28	-0.53	0.09	-0.03	0.02	-0.19	0.45	-0.39	0.06
YHR130C	0.32	0.01	0.27	0.25	0.26	0.26	0.15	0.34	-0.19	-0.03	-0.18	-0.1	-0.04	-0.16	-0.03	0.01	0.38	-0.15
YHR131C	0.63	0.41	0.36	0.13	0.17	0.13	0.42	0.13	0.11	0.34	0.07	0.36	0.23	0.25	0.1	0.28	0.42	0.29
YHR132C	0.32	0.09	0.23	-0.06	0.2	-0.01	0.33	-0.09	0.19	-0.08	0.05	0	-0.23	-0.25	0.11	0.01	0.15	-0.33
YHR133C	-0.01	-0.68	-0.36	-0.34	0.01	-0.31	0.14	-0.22	-0.07	-0.29	-0.17	-0.29	0.07	-0.24	0.05	-0.32	0.19	-0.39
YHR134W	0.22	-0.45	-0.07	-0.37	0.13	-0.2	0.3	0.1	0.12	-0.17	-0.24	-0.3	-0.28	-0.26	-0.03	0.17	0.39	-0.27
YHL049C	-1.01	0.06	1.2	0.96	0.01	0.12	-0.76	-0.45	-0.11	0.56	1.05	1.23	0.24	0.15	-0.04	0.08	-0.35	0.05
YJR025C	0.54	0.59	0.81	0.75	0.54	0.14	0.24	-0.13	-0.01	-0.17	0.28	-0.08	0.14	-0.41	0.01	-0.11	-0.05	-0.35
YHR135C	-0.17	-0.73	-0.47	-0.35	0.12	-0.12	0.38	0.17	0.2	-0.02	-0.18	-0.18	-0.07	-0.01	-0.12	0.27	0.37	0.06
YHR136C	-0.57	-0.31	-0.16	-0.75	0.06	-0.23	0.17	0.13	0.35	0.11	0.46	-0.25	-0.39	-0.38	-0.61	-0.65	-0.18	-0.69
YHR137W	-0.88	-0.91	0.92	-0.03	0.04	0.11	0.33	0.31	0.1	0.06	-0.12	-0.35	-0.31	-0.15	-0.14	-0.23	0.39	-0.04
YHR138C	0.69	0.68	0.77	0.42	0.26	0.48	0.35	0.34	0.2	0.03	0.18	-0.23	-0.07	-0.17	-0.03	-0.01	0.34	-0.47
YHR139C	-0.27	-0.66	-0.45	-0.14	-0.06	0.04	0.18	0.16	-0.04	-0.06	-0.49	-0.45	-0.12	-0.07	0.06	-0.16	0.2	-0.12
YHR140W	-0.07	-0.29	0.09	-0.33	0.15	-0.39	-0.2	-0.44	-0.67	-0.52	-0.57	-0.86	-0.78	-0.79	-0.57	-0.25	-0.12	-0.75
YHR141C	0	0.42	-0.35	0.14	-0.55	0.17	-0.19	0.29	0.07	0.45	0.1	-0.03	0.2	0.18	0.06	0.22	0.22	0.14
YHR142W	0.65	0.11	0.45	0.47	0.33	0.06	0.04	0.01	0.24	-0.4	0.54	0	0.11	-0.01	0.18	0.35	-0.12	-0.42
YHR143W	-0.34	-1.21	-1.4	-2.27	-1.78	0	0	0	0	0	-0.95	-0.17	-0.17	-0.47	-0.43	-0.58	-1.32	0
YJR026W	1.48	1.52	1.49	1.01	1.69	1.41	0.86	1.73	1.28	1.09	1.7	-0.56	0.69	0.96	1.2	1.2	0.77	1.16
YHR144C	-0.12	0.35	-0.35	0.16	-0.33	0.42	-0.26	0.15	-0.14	0.1	0.09	-0.12	-0.05	0.03	-0.59	-0.1	-0.04	-0.04
YHL031C	-0.06	-0.2	-0.2	0.02	-0.09	0.27	0.13	-0.02	0.45	-0.39	0.02	0.06	0.21	-0.19	-0.45	0.12	0.25	-0.15
YHR145C	1.67	1.46	1.73	1.51	1.64	1.4	0.77	1.65	1.28	1.14	1.93	1.07	0.68	1.14	1.15	1.49	0.98	0.49
YHR146W	-0.8	-0.38	-1.43	-0.73	-0.47	0.32	0.22	0.08	0.12	-0.04	-0.29	-0.52	-0.41	-0.01	-0.16	0.05	-0.26	-0.06
YHR147C	0.03	0.16	0.26	0	0.22	0.37	-0.18	0.43	0.38	-0.19	0.68	0	0.11	0.27	0.02	0.26	-0.52	-0.8
YHR148W	-0.23	-0.64	-0.75	0.04	-0.33	0.22	-0.25	0.05	0.08	-0.08	-0.05	-0.17	-0.03	-0.03	-0.86	-0.11	0	-0.06
YHR149C	-0.85	-0.65	0.9	0.87	0.56	-0.05	-0.36	-0.38	-0.09	-0.18	0.92	0.81	0.45	0.24	0.11	0.2	-0.47	-0.66
YHR150W	-0.51	-0.14	-0.66	-0.07	-0.29	0.12	-0.37	-0.24	-0.07	-0.17	-0.09	-0.14	-0.25	0.02	-0.51	0.06	-0.37	-0.18
YHR151C	-0.39	-0.79	-0.34	-0.81	-0.68	-0.54	-0.41	0.18	0.63	0.06	0.6	-0.33	-0.17	-0.17	-0.21	0.18	-0.26	-0.15
YJR027W	1.52	1.07	1.29	0.93	1.3	0.79	1.11	0.96	1.03	1.1	0.95	0.83	0.73	0.76	1.02	1	1	0.78
YHL030W	-0.29	-0.09	0.02	-0.04	0.18	-0.07	-0.3	-0.14	0.08	-0.3	0	0.02	-0.25	-0.23	0.35	0.64	-0.35	0.47
YHR152W	0.74	0	-0.19	-0.18	-0.39	-0.12	-0.05	0.49	0.85	0.51	0.28	0.16	0.08	-0.23	-0.28	-0.04	0.66	0.64
YHR153C	-0.12	-0.12	0.82	0.75	0.33	0.18	0.05	0.14	-0.21	-0.16	0.02	0.52	0.31	0.07	-0.21	0.04	0.11	-0.2
YHR154W	0.05	1.05	-0.33	-0.2	0.29	-0.42	0.2	0	-0.05	0.04	-0.28	-0.52	0.16	-0.07	-0.27	-0.11	-0.02	-0.09
YHR155W	0.3	-0.32	0.16	-0.05	0.05	0.14	0.18	-0.16	0.03	-0.15	0.54	-0.02	-0.1	0.09	0.13	0	0.21	0.21
YHR156C	0.14	-1.2	-0.23	-0.19	-0.22	-0.3	0.04	-0.38	-0.21	-0.22	-0.61	-0.63	-0.27	-0.31	-0.57	-0.39	-0.12	-0.33
YHR157W	0.3	-0.17	0.28	-0.07	0.46	0.06	0.8	0.25	0.03	-0.19	-0.13	0.11	0.08	0.23	-0.07	0.05	0.1	0.27
YHR158C	-0.13	-0.51	-0.1	0.05	0.1	-0.34	0.09	-0.37	-0.2	-0.07	-0.07	0.01	0.16	-0.12	-0.04	0.02	-0.02	-0.19
YHR159W	-0.38	-0.1	0.69	0.5	0.35	-0.08	0.34	-0.07	-0.36	-0.08	0.04	0.41	0.07	0.51	0.03	-0.05	0.07	0
YHR160C	-0.14	-0.16	0.59	0.61	0.17	-0.09	-0.08	-0.29	-0.28	-0.11	-0.01	0.18	0.23	-0.05	-0.3	-0.29	0	-0.3
YJL206C	0.22	0.05	0.18	0.24	0.28	0.23	0.19	0.16	-0.04	-0.19	-0.15	-0.23	-0.07	-0.22	0.12	-0.15	0.46	-0.23
YHR161C	0.19	0.34	0.79	0.31	0.49	0.42	0.19	0.24	0.19	0.16	0.42	0.24	-0.07	0.25	0.23	0.4	0.49	-0.11
YHR162W	0.15	0.52	0.74	0.68	0.68	0.17	0.42	0.17	0.42	0.03	0.31	-0.11	0.27	-0.02	0.33	-0.14	0.59	-0.08
YHR163W	0.22	0.14	0.59	0.23	0.65	0.37	0.4	0.44	0.59	0.24	0.53	0.22	0.1	0.32	0.31	0.07	0.54	-1.13
YHR164C	-0.21	-0.04	-0.6	-0.18	0.84	-0.07	-0.14	0.02	0.08	-0.1	0.17	-0.19	0	0.05	-0.01	0.17	-0.45	-0.23
YHR165C	-0.22	0.03	-0.72	0.44	-0.12	-0.13	-0.34	-0.07	-0.28	-0.29	-0.04	-0.36	0.07	-0.27	0.63	0.15	-1.11	-0.42
YHR166C	-0.53	-0.4	-0.29	-0.35	-0.13	-0.23	-0.26	-0.2	-0.15	-0.2	0.31	-0.1	-0.13	0.07	-0.1	0.23	-0.46	-0.63
YHR167W	-0.68	-0.62	-0.13	-0.38	0	0.01	-0.43	-0.28	0.02	-0.49	0	-0.23	-0.07	-0.14	-0.37	0.36	-0.44	0
YHR168W	-0.7	-0.78	-0.77	-0.27	-0.09	-0.19	-0.32	-0.12	0.07	0.38	-0.04	-0.12	-0.3	-0.35	-0.1	-0.06	-0.22	-0.11
YHR169W	-0.16	-0.74	-1.26	-0.42	-0.24	-0.03	0.04	0.04	0.09	-0.26	-0.27	-0.09	0.06	-0.02	-0.37	0.16	-0.23	-0.03
YHR170W	-0.12	-0.3	-0.97	-0.34	-0.17	0.27	-0.2	0.15	0.29	0.44	0.1	0.23	-0.03	0.25	0.12	0.29	0.12	0.24
YJR028W	1.48	1.47	1.43	0.88	1.64	1.18	1.05	1.58	1.32	1.32	1.92	-0.9	0.72	0.81	1.04	1.1	0.49	1
YHL050C	-0.24	0.12	0.88	0.97	0.28	-0.03	-0.33	-0.42	0.02	0.37	0.74	1	0.45	0.12	-0.09	0.25	-0.54	0.16
YHR171W	-0.69	0.6	-0.2	-0.62	-0.28	0	-0.24	0.14	-0.28	-0.3	-0.09	-0.16	0.07	-0.18	-0.22	0.13	-0.26	-0.08
YHR172W	0	-0.53	-0.53	0	0.83	0.63	-0.1	-0.22	0.13	0.19	0.15	0	0	0	0.47	0.72	-0.07	0.02
YHR173C	-1.49	-0.89	0	0.74	0.31	0.77	0.01	-0.02	-0.4	-0.57	-0.59	0.16	0.01	0.27	0.05	0.23	-0.35	-0.03
YHR174W	0.17	0.47	0.35	0.61	0.36	0.44	0.22	0.12	0.42	0.42	0.3	0.47	0	0.43	0.38	0.58	0.24	0.28
YHR175W	-0.18	0.77	-0.12	0.3	0.19	0.27	0.04	0	0.09	-0.2	-0.23	0.07	0.18	-0.07	0.06	0.12	-0.13	-0.05
YHR176W	-0.09	-1.65	-0.02	-0.01	0.1	-0.21	-0.03	-0.04	-0.13	-0.21	-0.29	-0.1	0.02	-0.14	-0.22	-0.3	0.13	-0.07
YHR177W	0.15	-0.36	0.3	-0.03	0.47	0.41	0.2	0.01	-0.09	-0.1	0	-0.08	-0.01	0.13	0.31	0.12	0.3	-0.4
YHL029C	-0.15	-0.31	-0.67	-0.43	-0.57	-0.29	-0.4	-0.26	-0.16	0.06	0.02	-0.37	-0.09	-0.3	-0.56	0.02	-0.47	0.06
YHR178W	-0.48	0	-0.42	-0.48	0.1	-0.15	0.16	-0.22	0.2	-0.3	-0.48	-0.34	-0.16	-0.1	0.01	-0.14	0.08	-0.12
YJR029W	1.32	1.31	1.18	1.21	1.05	1.02	0.89	1.21	1.13	1.28	1.26	0.93	0.61	1.2	1.14	1.33	0.74	0.98
YHR179W	0.18	-0.2	0.31	-0.03	0.44	0.65	0.53	0.42	0.67	0.09	0.93	0.19	0.1	0.14	0.65	0.08	0.4	-0.46
YHR180W	0.05	0.06	0.29	-0.15	0.16	-0.21	-0.14	0.11	-0.29	-0.57	-0.1	-0.15	-0.23	-0.28	-0.51	-0.17	0.23	-0.09
YHR181W	-0.01	-0.14	-0.2	-0.22	0.17	-0.29	0.31	-0.06	0.02	-0.27	-0.19	-0.26	0.11	-0.26	0.23	-0.31	0.38	-0.01
YHR182W	-0.35	-0.21	-0.29	-0.3	0.05	-0.36	0.17	0.1	-0.11	0.25	-0.65	-0.07	-0.22	-0.3	-0.1	-0.13	0.27	-0.03
YHR183W	0.4	-0.01	0.21	0.23	0.51	-0.12	0.32	-0.18	0.19	-0.16	0.1	-0.07	0.14	-0.16	0.36	0.03	0.04	-0.25
YHR184W	0.32	-0.16	0.28	-0.15	-0.23	0.09	0.4	0.12	-0.06	0.41	-0.24	0.03	-0.13	-0.01	-0.38	-1.47	0.11	0
